Title,Theme,Segment,Email Feature Type ,Subject,List,Send Date & Time,Send Date,Send Time,Send Time (Hour),Send Weekday,Total Recipients,Successful Deliveries,Soft Bounces,Hard Bounces,Total Bounces,Times Forwarded,Forwarded Opens,Unique Opens,Open Rate,Total Opens,Unique Clicks,Click Rate,Total Clicks,Unsubscribes,Abuse Complaints,Bounce Rate,Unsubscribe Rate
King and I Solus ,New On-Sale,Musicals,Solus,New tickets released for The King & I as it extends to September 2018. Book today!,(Do not use) FromTheBoxOffice Subscribers,Jan 19 2018 11:00 am,"Jan 19, 2018 ",11:00:00,11:00:00 AM,Friday,30956,30948,8,0,8,0,0,9328,30.14%,13256,536,1.73%,740,41,1,5.56%,7.649253731
"Dreamgirls, Annie, My First Ballet: Swan Lake, Matilda semi-solus (copy 01)",Full-price,Musicals,Multi-show,"*|TITLE:FNAME|*, see Dreamgirls from Ã‚Â£22 this half-termÃ‚Â Ã°Å¸ËœÂçÃ‚Â + last chance to see Annie in the West End!",(Do not use) FromTheBoxOffice Subscribers,Jan 21 2018 06:00 pm,"Jan 21, 2018 ",18:00:00,6:00:00 PM,Sunday,46868,46838,28,2,30,0,0,12056,25.74%,17015,928,1.98%,1303,99,5,22.58%,10.66810345
"Ruthless, Eugenius, Anne, Dreamgirls, Wicked + Upcoming Dance (active)",Full-price,Musicals,Multi-show,Ruthless! The Musical hits the West End + new tickets released for Wicked!Ã‚Â Ã¢Å“Â¨,(Do not use) FromTheBoxOffice Subscribers,Jan 22 2018 05:54 pm,"Jan 22, 2018 ",17:54:00,6:00:00 PM,Monday,97835,97783,51,1,52,0,0,21154,21.63%,28247,1315,1.34%,1992,157,13,0.00%,11.9391635
Tartuffe Solus (Active),New On-Sale,Plays,Solus,Ã¢ÂèÂ°Ã‚Â 48hr pre-sale for West End's first ever dual language play: Moliere's Tartuffe at the Theatre Royal Haymarket - book now!,(Do not use) FromTheBoxOffice Subscribers,Jan 24 2018 10:42 am,"Jan 24, 2018 ",10:42:00,11:00:00 AM,Wednesday,9235,9230,3,2,5,0,0,2723,29.50%,3983,86,0.93%,125,17,1,0.00%,19.76744186
"Tartuffe, Frozen, Bday Party, Beginning, Strangers in Between, Rothschild & Sons (Active)",New On-Sale,Plays,Multi-show,Ã¢ÂèÂ°Ã‚Â 48hr pre-sale for the West End's first dual language show: Moliere's Tartuffe + latest reviews & more!,(Do not use) FromTheBoxOffice Subscribers,Jan 24 2018 10:55 am,"Jan 24, 2018 ",10:55:00,11:00:00 AM,Wednesday,177602,177514,74,14,88,0,0,40847,23.01%,54647,2041,1.15%,3186,297,16,0.00%,14.55169035
Aladdin NBF - January,Offer,Musicals,Solus,Escape to a whole new world with Disney's Aladdin Ã°Å¸â€™Â«Ã‚Â No fees offer available now!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Jan 25 2018 05:06 pm,"Jan 25, 2018 ",17:06:00,5:00:00 PM,Thursday,4685,4682,2,1,3,0,0,772,16.49%,1014,47,1.00%,71,8,1,33.33%,17.0212766
Pay Day Plays,Full-price,Plays,Multi-show,"Payday Plays - Michael Grandage's RED, The Birthday Party, Frozen & Girl From The North Country",(Do not use) FromTheBoxOffice Subscribers,Jan 26 2018 09:26 pm,"Jan 26, 2018 ",21:26:00,9:00:00 PM,Friday,51462,51437,22,3,25,0,0,15201,29.55%,21611,882,1.71%,1321,103,3,0.00%,11.67800454
"Mary Stuart, The Ferryman, The Divide, Long Days Journey, Witness, The Woman in Black",Reviews,Plays,Multi-show,Five-star reviews for Mary Stuart + The Ferryman wins Best New Play & more.,(Do not use) FromTheBoxOffice Subscribers,Jan 31 2018 12:47 pm,"Jan 31, 2018 ",12:47:00,1:00:00 PM,Wednesday,27136,27117,14,5,19,0,0,8221,30.32%,12317,655,2.42%,1035,45,2,1.52%,6.870229008
"Payday Musicals: Tina, Ruthless, Kinky Boots, Five Guys, The Grinning Man, Eugenius, Rat Pack",Offer,Musicals,Multi-show,"Ã°Å¸Å_â€°Ã‚Â 100,000 new tickets released for TINA + save up to 50% on musicals this payday!Ã‚Â Ã°Å¸ËœÂç",(Do not use) FromTheBoxOffice Subscribers,Jan 31 2018 01:36 pm,"Jan 31, 2018 ",13:36:00,2:00:00 PM,Wednesday,100484,100395,57,32,89,0,0,25666,25.57%,34813,1484,1.48%,2172,193,15,9.81%,13.00539084
"Family e-shot: Aladdin, Ruthless, Eugenius, Neverland, Wicked, Matilda, School of Rock, Comedy ",Full-price,Family,Multi-show,"*|TITLE:FNAME|*, get Ã‚Â£15 premium seats for Room on the Broom & We're Going on a Bear Hunt at the Lyric Theatre!Ã‚Â Ã‚Â Ã°Å¸ËœÂç",(Do not use) FromTheBoxOffice Subscribers,Feb 01 2018 06:03 pm,"Feb 01, 2018 ",18:03:00,6:00:00 PM,Thursday,29769,29754,13,2,15,0,0,7404,24.88%,10514,710,2.39%,1086,41,1,11.05%,5.774647887
Valentine's Day - 4/2,Full-price,All,Multi-show,"For couples & singles alike, Valentine's is the perfect evening to go to the theatre!Ã‚Â Ã°Å¸ËœÅ¡",(Do not use) FromTheBoxOffice Subscribers,Feb 04 2018 03:03 pm,"Feb 04, 2018 ",15:03:00,3:00:00 PM,Sunday,132932,132853,62,17,79,0,0,27388,20.62%,36407,1769,1.33%,2653,244,9,7.40%,13.79310345
Chicago Solus - Cuba Gooding Jnr,Cast Announcement,Musicals,Solus,Chicago is coming back to London's West End -  Starring Cuba Gooding Jr.,(Do not use) FromTheBoxOffice Subscribers,Feb 07 2018 11:51 am,"Feb 07, 2018 ",11:51:00,12:00:00 PM,Wednesday,73409,73363,39,7,46,0,0,24782,33.78%,34094,1319,1.80%,2733,160,3,0.00%,12.13040182
World Opera Day ,Offer,Dance/Opera/Classical,Multi-show,"*|TITLE:FNAME|*, it's World Opera Day! Celebrate  with 39% off ENO's A Midsummer Night's Dream.Ã‚Â Ã°Å¸â€™Â«",(Do not use) FromTheBoxOffice Subscribers,Feb 08 2018 01:12 pm,"Feb 08, 2018 ",13:12:00,1:00:00 PM,Thursday,25791,25778,12,1,13,0,0,10215,39.63%,13672,497,1.93%,1159,40,3,0.70%,8.048289738
The Height of the Storm-Solus,New On-Sale,Plays,Solus,Florian Zeller's The Height Of The Storm Is On Sale Now!,(Do not use) FromTheBoxOffice Subscribers,Feb 09 2018 12:17 pm,"Feb 09, 2018 ",12:17:00,12:00:00 PM,Friday,51121,51093,19,9,28,0,0,12959,25.36%,18454,627,1.23%,1253,78,5,1.49%,12.44019139
Valentine's Day w/c 5/2,Full-price,All,Multi-show,Ã‚Â Ã°Å¸â€™â€¢Ã‚Â Find the perfect gift for your valentine!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Feb 10 2018 09:00 am,"Feb 10, 2018 ",09:00:00,9:00:00 AM,Saturday,90367,90307,49,11,60,0,0,7432,8.23%,9102,450,0.50%,1100,114,16,13.79%,25.33333333
"Whitney Houston, Wicked, Dreamgirls, The Lion King, Ideal Home Show, Dinosaurs Live, Peppa Pig",New On-Sale,Musicals,Multi-show,"*|TITLE:FNAME|*, The Whitney Houston Show hits London + extra half-term matinees for Wicked & Dreamgirls!",(Do not use) FromTheBoxOffice Subscribers,Feb 13 2018 05:00 am,"Feb 13, 2018 ",05:00:00,5:00:00 AM,Tuesday,48386,48354,31,1,32,0,0,9724,20.11%,12926,803,1.66%,1134,86,7,0.00%,10.70983811
"Fanny & Alexander, Midsummer Night, BestMan, Gulf, Company, Regents park (Test) | Combo 1",Offer,Plays,Multi-show,60% off The Old Vic's Fanny & Alexander + 30% off ENO's A Midsummer Night's DreamÃ‚Â Ã°Å¸Å’Å“,(Do not use) FromTheBoxOffice Subscribers,Feb 13 2018 05:27 pm,"Feb 13, 2018 ",17:27:00,5:00:00 PM,Tuesday,12015,11997,9,9,18,0,0,2911,24.26%,4393,293,2.44%,429,13,2,7.09%,4.436860068
"Fanny & Alexander, Midsummer Night, BestMan, Gulf, Company, Regents park (Test) | Combo 2",Offer,Plays,Multi-show,Exclusive offers on The Old Vic's Fanny & Alexander & ENO's A Midsummer Night's DreamÃ‚Â Ã°Å¸Å’Å“,(Do not use) FromTheBoxOffice Subscribers,Feb 13 2018 05:27 pm,"Feb 13, 2018 ",17:27:00,5:00:00 PM,Tuesday,12015,12004,7,4,11,0,0,2612,21.76%,3904,243,2.02%,401,11,3,7.10%,4.526748971
Valentine's last minute ,Full-price,All,Multi-show,"*|TITLE:FNAME|*, there's still time to find the perfect gift! Book theatre tickets from just Ã‚Â£15 this Valentine's Day...Ã‚Â Ã¢ÂùÂ_",(Do not use) FromTheBoxOffice Subscribers,Feb 14 2018 07:00 am,"Feb 14, 2018 ",07:00:00,7:00:00 AM,Wednesday,83566,83517,39,10,49,0,0,6094,7.30%,7469,440,0.53%,583,98,7,4.94%,22.27272727
The Whitney Houston Show - personalised solus (active),Full-price,Musicals,Solus,"Hey *|TITLE:FNAME|*, if you liked *|MMERGE8|*, you will love The Whitney Houston ShowÃ‚Â Ã°Å¸ËœÂç",(Do not use) FromTheBoxOffice Subscribers,Feb 16 2018 05:00 am,"Feb 16, 2018 ",05:00:00,5:00:00 AM,Friday,2558,2557,0,1,1,0,0,704,27.53%,1060,74,2.89%,104,5,0,0.00%,6.756756757
Chess Solus Cast Announcement,Cast Announcement,Musicals,Solus,"Cast announced for Chess: Michael Ball, Alexandra Burke, Cassidy Janson, Murray Head & Tim Howar.",(Do not use) FromTheBoxOffice Subscribers,Feb 16 2018 01:17 pm,"Feb 16, 2018 ",13:17:00,1:00:00 PM,Friday,18825,18815,6,4,10,0,0,4894,26.01%,7926,392,2.08%,520,32,1,2.54%,8.163265306
"Chess - Michael Ball, Alexandra Burke etc ",Cast Announcement,Musicals,Multi-show,"Cast announced for Chess & Chicago: Michael Ball, Alexandra Burke, Cassidy Janson & more.Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Feb 18 2018 08:00 pm,"Feb 18, 2018 ",20:00:00,8:00:00 PM,Sunday,82914,82837,63,14,77,0,0,22139,26.73%,32464,1802,2.18%,2545,158,47,7.04%,8.768035516
Aladdin NBF - January (Re-target),Offer,Musicals,Multi-show,Last chance to book Aladdin with no fees - must book by Sunday.Ã‚Â Ã°Å¸â€™Â«,(Do not use) FromTheBoxOffice Subscribers,Feb 20 2018 05:00 am,"Feb 20, 2018 ",05:00:00,5:00:00 AM,Tuesday,47,47,0,0,0,0,0,23,48.94%,43,11,23.40%,33,0,0,0.00%,0
MissNightingaleSolusNBF (copy 01),Offer,Musicals,Multi-show,"Following a sold-out UK tour, Miss Nightingale is landing in the West End!",(Do not use) FromTheBoxOffice Subscribers,Feb 21 2018 05:00 am,"Feb 21, 2018 ",05:00:00,5:00:00 AM,Wednesday,98905,98817,57,31,88,0,0,23820,24.11%,31790,808,0.82%,1124,152,10,0.00%,18.81188119
"Plays: The Best Man, Frozen, Good Girl, Trainspotting, The Gulf, Songs for Nobodies | Combo 2",New On-Sale,Plays,Multi-show,The Best Man preview tickets from only Ã‚Â£15 + Trainspotting Live tickets on sale now Ã°Å¸Å_Â_,(Do not use) FromTheBoxOffice Subscribers,Feb 24 2018 05:59 am,"Feb 24, 2018 ",05:59:00,6:00:00 AM,Saturday,14048,14030,10,8,18,0,0,3981,28.37%,5873,358,2.55%,595,29,1,3.46%,8.100558659
"Plays: The Best Man, Frozen, Good Girl, Trainspotting, The Gulf, Songs for Nobodies | Combo 1",New On-Sale,Plays,Multi-show,The Best Man preview tickets from only Ã‚Â£15 + Trainspotting Live tickets on sale now Ã°Å¸Å_Â_,(Do not use) FromTheBoxOffice Subscribers,Feb 24 2018 05:59 am,"Feb 24, 2018 ",05:59:00,6:00:00 AM,Saturday,14049,14032,13,4,17,0,0,4080,29.08%,6204,342,2.44%,579,28,3,1.75%,8.187134503
"Plays: The Best Man, Frozen, Good Girl, Trainspotting, The Gulf, Songs for Nobodies",New On-Sale,Plays,Multi-show,,(Do not use) FromTheBoxOffice Subscribers,Feb 24 2018 06:00 am,"Feb 24, 2018 ",06:00:00,6:00:00 AM,Saturday,28097,28062,23,12,35,0,0,8061,28.73%,12077,700,2.49%,0,57,4,n/a,8.142857143
"Musicals offers: Dreamgirls, The Grinning Man ",Offer,Musicals,Multi-show,"Dear *|TITLE:FNAME|*, Dreamgirls & Wicked Exclusive Offers Just For You!",(Do not use) FromTheBoxOffice Subscribers,Feb 24 2018 07:00 am,"Feb 24, 2018 ",07:00:00,7:00:00 AM,Saturday,102595,102406,167,22,189,0,0,26442,25.82%,37195,1922,1.88%,2677,272,8,3.54%,14.15192508
WOS Awards,Full-price,All,Multi-show,Last Night's WhatsOnStage Awards Winners Revealed!,(Do not use) FromTheBoxOffice Subscribers,Feb 26 2018 04:00 pm,"Feb 26, 2018 ",16:00:00,4:00:00 PM,Monday,191429,191317,90,22,112,0,0,47561,24.86%,64361,1643,0.86%,2248,295,22,3.85%,17.95496044
World Book Day ,Full-price,Family,Multi-show,Ã°Å¸â€œÅ¡Ã‚Â Celebrate World Book Day At The Theatre!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Mar 01 2018 05:00 am,"Mar 01, 2018 ",05:00:00,5:00:00 AM,Thursday,48623,48594,24,5,29,0,0,8187,16.85%,10290,307,0.63%,514,39,1,1.83%,12.70358306
The Best Man,Full-price,Plays,Solus,"*|TITLE:FNAME|*, if you liked *|EVENT|*, you'll love The Best Man.",(Do not use) FromTheBoxOffice Subscribers,Mar 02 2018 05:00 am,"Mar 02, 2018 ",05:00:00,5:00:00 AM,Friday,4137,4129,4,4,8,0,0,1426,34.54%,2259,138,3.34%,194,6,1,7.33%,4.347826087
Quiz personalised solus ,Full-price,Plays,Solus,"*|TITLE:FNAME|*, since you booked James Graham's *|EVENT|*, we think you'll like his latest play, Quiz!",(Do not use) FromTheBoxOffice Subscribers,Mar 02 2018 12:05 pm,"Mar 02, 2018 ",12:05:00,12:00:00 PM,Friday,1286,1285,1,0,1,0,0,465,36.19%,673,42,3.27%,54,3,1,6.90%,7.142857143
"Birthday Party, Wipers Times, Mary Stuart, ",Full-price,Plays,Multi-show,"*|TITLE:FNAME|*, see these great West End plays for under Ã‚Â£25.Ã‚Â Ã°Å¸Å_Â_",(Do not use) FromTheBoxOffice Subscribers,Mar 02 2018 03:55 pm,"Mar 02, 2018 ",15:55:00,4:00:00 PM,Friday,24512,24480,24,8,32,0,0,7129,29.12%,10741,598,2.44%,870,37,1,5.03%,6.18729097
Solus: Songs for Nobodies,Full-price,Musicals,Solus,"*|TITLE:FNAME|*, if you liked *|EVENT|*, you'll love Songs For Nobodies at Wilton's Music Hall!",(Do not use) FromTheBoxOffice Subscribers,Mar 02 2018 07:03 pm,"Mar 02, 2018 ",19:03:00,7:00:00 PM,Friday,759,758,1,0,1,0,0,313,41.29%,602,36,4.75%,57,3,0,0.00%,8.333333333
Mother's Day ,Full-price,All,Multi-show,"Ã°Å¸â€™â€¢Ã‚Â *|TITLE:FNAME|*, is there a better way to spoil a mum than with a trip to the theatre?Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Mar 04 2018 06:00 am,"Mar 04, 2018 ",06:00:00,6:00:00 AM,Sunday,193322,193136,151,35,186,0,0,39268,20.33%,51692,2102,1.09%,3252,337,13,5.00%,16.03235014
"Celebs: Mood Music, Tartuffe, Frozen, The Ferryman, An Ideal Husband",Cast Announcement,All,Multi-show,See Ben Chaplin in Mood Music at The Old Vic + Peaky Blinders star Paul Anderson in Moliere's Tartuffe.,(Do not use) FromTheBoxOffice Subscribers,Mar 07 2018 03:49 pm,"Mar 07, 2018 ",15:49:00,4:00:00 PM,Wednesday,18103,18092,6,5,11,0,0,4913,27.16%,6661,181,1.00%,282,26,1,3.33%,14.36464088
"Dreamgirls, Book of Mormon, Lady Windermere",Full-price,Musicals,Multi-show,"*|TITLE:FNAME|*, see amazing theatre this spring with tickets under Ã‚Â£25Ã‚Â Ã°Å¸ËœÂç",(Do not use) FromTheBoxOffice Subscribers,Mar 08 2018 05:00 am,"Mar 08, 2018 ",05:00:00,5:00:00 AM,Thursday,35396,35357,25,14,39,0,0,7446,21.06%,10791,749,2.12%,1172,51,2,33.33%,6.809078772
ENO - Midsummer Night's Dream ,Full-price,Dance/Opera/Classical,Multi-show,Last chance to see A Midsummer Night's Dream at the ENO.Ã‚Â Ã°Å¸Å_Â_,(Do not use) FromTheBoxOffice Subscribers,Mar 10 2018 06:00 am,"Mar 10, 2018 ",06:00:00,6:00:00 AM,Saturday,1176,1173,2,1,3,0,0,328,27.96%,485,21,1.79%,28,5,0,0.00%,23.80952381
Solus: Songs for Nobodies - re-send,Full-price,Musicals,Solus,"*|TITLE:FNAME|*, if you liked *|EVENT|*, you'll love Songs For Nobodies at Wilton's Music Hall!",(Do not use) FromTheBoxOffice Subscribers,Mar 14 2018 02:29 pm,"Mar 14, 2018 ",14:29:00,2:00:00 PM,Wednesday,450,450,0,0,0,0,0,90,20.00%,176,12,2.67%,19,1,0,7.14%,8.333333333
"Witness, Quiz, Ferryman, Bank Robbery, Ideal Husband, Good Girl, Rumpelstiltskin, Best Man, LDJIN",Offer,Plays,Multi-show,"*|TITLE:FNAME|*, enjoy up to 60% off world-class theatre.Ã‚Â Ã°Å¸Å_Â_",(Do not use) FromTheBoxOffice Subscribers,Mar 14 2018 02:50 pm,"Mar 14, 2018 ",14:50:00,3:00:00 PM,Wednesday,35167,35118,39,10,49,0,0,8049,22.92%,11511,680,1.94%,1081,58,3,4.05%,8.529411765
RED Solus,Opening Soon,Plays,Solus,Michael Grandage's Red opens at the WyndhamÃ¢â‚¬â„¢s Theatre this May!Ã‚Â ,(Do not use) FromTheBoxOffice Subscribers,Mar 16 2018 01:50 pm,"Mar 16, 2018 ",13:50:00,2:00:00 PM,Friday,29420,29390,20,10,30,0,0,8740,29.74%,12728,345,1.17%,573,67,4,0.94%,19.42028986
St Petersburg Ballet Theatre Swan Lake,Cast Announcement,Plays,Solus,See Irina Kolesnikova in Swan Lake at the London Coliseum.,(Do not use) FromTheBoxOffice Subscribers,Mar 16 2018 06:30 pm,"Mar 16, 2018 ",18:30:00,7:00:00 PM,Friday,15059,15047,4,8,12,0,0,4471,29.71%,7128,484,3.22%,635,21,0,1.21%,4.338842975
The King & I booking period 3 solus,Closing Soon,Musicals,Solus,Rodgers & Hammerstein's The King & I extends for the final time at the London Palladium,(Do not use) FromTheBoxOffice Subscribers,Mar 16 2018 06:38 pm,"Mar 16, 2018 ",18:38:00,7:00:00 PM,Friday,24165,24147,14,4,18,0,0,4208,17.43%,6114,357,1.48%,517,31,1,1.11%,8.683473389
St Petersburg Ballet Theatre Swan Lake - Swan Lake Bookers,Cast Announcement,Dance/Opera/Classical,Multi-show,Irina Kolesnikova returns to the London Coliseum in Swan Lake,(Do not use) FromTheBoxOffice Subscribers,Mar 16 2018 06:53 pm,"Mar 16, 2018 ",18:53:00,7:00:00 PM,Friday,191,191,0,0,0,0,0,38,19.90%,60,6,3.14%,6,0,0,0.00%,0
"Walking With Dinosaurs, Kinky Boots, Swan Lake",New On-Sale,Family,Multi-show,The best family shows to see in 2018 + Easter half-term inspirationÃ‚Â Ã°Å¸ÂêÂ¥,(Do not use) FromTheBoxOffice Subscribers,Mar 17 2018 07:00 am,"Mar 17, 2018 ",07:00:00,7:00:00 AM,Saturday,50346,50291,33,22,55,0,0,9023,17.94%,12272,712,1.42%,1117,80,0,9.93%,11.23595506
The Band Solus,New On-Sale,Musicals,Solus,Take That's Musical THE BAND West-End run is On Sale Now - Book Today!,(Do not use) FromTheBoxOffice Subscribers,Mar 18 2018 12:18 pm,"Mar 18, 2018 ",12:18:00,12:00:00 PM,Sunday,83193,83072,102,19,121,0,0,21795,26.24%,32170,1509,1.82%,2146,103,6,0.00%,6.825712392
Fanny & Alexander Solus ,Offer,Plays,Solus,"*|TITLE:FNAME|*, save Ã‚Â£15 per ticket on Fanny & Alexander at The Old Vic.Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Mar 19 2018 05:47 pm,"Mar 19, 2018 ",17:47:00,6:00:00 PM,Monday,1208,1208,0,0,0,0,0,371,30.71%,502,19,1.57%,30,1,0,0.00%,5.263157895
"Fanny & Alexander, Lady Windermere's Fan, An Ideal Husband, The Band",Offer,Plays,Multi-show,Save Ã‚Â£15 Per Ticket On Fanny & Alexander + Special Offers On The Oscar Wilde Season At The Vaudeville Theatre.Ã‚Â Ã°Å¸Å_Â_,(Do not use) FromTheBoxOffice Subscribers,Mar 19 2018 05:50 pm,"Mar 19, 2018 ",17:50:00,6:00:00 PM,Monday,20644,20628,11,5,16,0,0,5928,28.74%,8257,270,1.31%,394,31,0,3.70%,11.48148148
"The Band, All or Nothing, Kinky Boots, Bat Out of Hell, Motionhouse, Motionhouse, Tap Pack",New On-Sale,Musicals,Multi-show,Ã°Å¸Å_Â¶Ã‚Â Take That's Musical THE BAND On Sale Now + Special Offers & More.,(Do not use) FromTheBoxOffice Subscribers,Mar 19 2018 05:54 pm,"Mar 19, 2018 ",17:54:00,6:00:00 PM,Monday,43702,43670,22,10,32,0,0,8747,20.03%,12165,571,1.31%,784,84,3,4.93%,14.71103327
Chicago Solus - March,Opening Soon,Musicals,Solus,Chicago returns to London's West End next weekÃ‚Â Ã°Å¸â€™â€_,(Do not use) FromTheBoxOffice Subscribers,Mar 21 2018 01:10 pm,"Mar 21, 2018 ",13:10:00,1:00:00 PM,Wednesday,30257,30241,14,2,16,0,0,7447,24.63%,10257,375,1.24%,470,49,3,1.98%,13.06666667
"Imperium, Mary Stuart, frozen, kathleen turner, quiz, witness",Offer,Plays,Multi-show,The RSC's Imperium on sale now + save 60% on Frozen at the Theatre Royal Haymarket,(Do not use) FromTheBoxOffice Subscribers,Mar 23 2018 11:47 am,"Mar 23, 2018 ",11:47:00,12:00:00 PM,Friday,29647,29631,11,5,16,0,0,8241,27.81%,11684,513,1.73%,780,48,2,0.00%,9.356725146
"Knights of the Rose, Play Goes Wrong, Kathleen Turner, 3Women, School of rock, Gatsby",New On-Sale,Musicals,Multi-show,Knights of the Rose: a new classic rock musical is on sale now - check it out Ã¢Å¡â€ùÃ¯Â¸Âè,(Do not use) FromTheBoxOffice Subscribers,Mar 23 2018 01:38 pm,"Mar 23, 2018 ",13:38:00,2:00:00 PM,Friday,6220,6216,2,2,4,0,0,1649,26.53%,2470,129,2.08%,209,11,2,0.00%,8.527131783
Miss Nightingale Solus 36% off,Offer,Musicals,Solus,Save 35% on Miss Nightingale - a joyous new musical hitting the West End this May.Ã‚Â Ã°Å¸ËœÂç,(Do not use) FromTheBoxOffice Subscribers,Mar 24 2018 06:00 am,"Mar 24, 2018 ",06:00:00,6:00:00 AM,Saturday,75415,75363,43,9,52,0,0,7824,10.38%,9893,390,0.52%,599,109,2,0.25%,27.94871795
Brief Encounter Solus,Offer,Musicals,Solus,"*|TITLE:FNAME|*, save 40% on NoÃƒÂ«l CowardÃ¢â‚¬â„¢s  Brief EncounterÃ‚Â Ã°Å¸â€™â€¢",(Do not use) FromTheBoxOffice Subscribers,Mar 24 2018 07:00 am,"Mar 24, 2018 ",07:00:00,7:00:00 AM,Saturday,35994,35969,21,4,25,0,0,7212,20.05%,10036,440,1.22%,708,59,4,5.86%,13.40909091
Underbelly Festival Solus - March 2018,Full-price,Circus/Cabaret/Burlesque,Multi-show,"Enjoy world-class circus, comedy & cabaret at the Underbelly Festival Southbank 2018Ã‚Â Ã°Å¸Å’Â»",(Do not use) FromTheBoxOffice Subscribers,Mar 25 2018 08:00 am,"Mar 25, 2018 ",08:00:00,8:00:00 AM,Sunday,24425,24412,10,3,13,0,0,5757,23.58%,7659,248,1.02%,404,44,2,2.52%,17.74193548
Killer Joe - Orlando Bloom,Cast Announcement,Plays,Solus,Orlando Bloom stars in Killer Joe in the West EndÃ‚Â ,(Do not use) FromTheBoxOffice Subscribers,Mar 26 2018 11:16 am,"Mar 26, 2018 ",11:16:00,11:00:00 AM,Monday,190135,190013,90,32,122,0,0,45228,23.80%,61826,1802,0.95%,2557,334,13,1.33%,18.53496115
Conset & Caroline,New On-Sale,Plays,Multi-show,Nina Raine's 'Consent' transfers from the National Theatre to the West End,(Do not use) FromTheBoxOffice Subscribers,Mar 26 2018 05:29 pm,"Mar 26, 2018 ",17:29:00,5:00:00 PM,Monday,9873,9869,3,1,4,0,0,2429,24.61%,3827,106,1.07%,154,12,0,0.00%,11.32075472
School of Rock Rate Offer Solus,Offer,Musicals,Multi-show,Save 45% on School of Rock The Musical Ã°Å¸Â_Ëœ,(Do not use) FromTheBoxOffice Subscribers,Mar 27 2018 03:00 pm,"Mar 27, 2018 ",15:00:00,3:00:00 PM,Tuesday,108195,108132,55,8,63,0,0,23648,21.87%,31616,1442,1.33%,1954,155,25,3.07%,10.74895978
World Theatre Day,Offer,all,Multi-show,"*|TITLE:FNAME|*, it's World Theatre DayÃ‚Â Ã°Å¸Å_Â_Ã‚Â Browse the West End's hottest new shows & our latest offers.Ã‚Â ",(Do not use) FromTheBoxOffice Subscribers,Mar 27 2018 04:38 pm,"Mar 27, 2018 ",16:38:00,5:00:00 PM,Tuesday,71269,71208,41,20,61,0,0,8417,11.82%,11121,517,0.73%,768,79,8,6.68%,15.28046422
jungle solus,New On-Sale,Plays,Solus,New On Sale: The Jungle - The Devastating Story Of The Migrant Crisis In The Calais Jungle,(Do not use) FromTheBoxOffice Subscribers,Mar 29 2018 05:00 pm,"Mar 29, 2018 ",17:00:00,5:00:00 PM,Thursday,3923,3921,0,2,2,0,0,1007,25.68%,1366,36,0.92%,42,7,0,6.45%,19.44444444
"PayDay: Killer Joe, SchoolofRock, Wicked, KinkyBoots, Ruthless",Offer,All,Multi-show,"*|TITLE:FNAME|*, Save 45% On Musicals This Payday + Browse The West End's Hottest New ShowsÃ‚Â Ã°Å¸Å_Â_",(Do not use) FromTheBoxOffice Subscribers,Mar 29 2018 05:15 pm,"Mar 29, 2018 ",17:15:00,5:00:00 PM,Thursday,87845,87800,35,10,45,0,0,20150,22.95%,27032,896,1.02%,1275,119,4,0.00%,13.28125
"family: school of rock, scarecrow, selfish giant, cirque berserk, jabberwocky, aliens love underpant",Offer,Family,Multi-show,Save 45% on School of Rock + Wicked seat upgrade ends SaturdayÃ‚Â Ã°Å¸â€™Å¡,(Do not use) FromTheBoxOffice Subscribers,Mar 30 2018 07:00 am,"Mar 30, 2018 ",07:00:00,7:00:00 AM,Friday,44820,44794,16,10,26,0,0,6421,14.33%,8287,500,1.12%,722,72,3,2.71%,14.4
